	cusip	industry	name	sector	stocksymbol
3289	253651103	Office Equipment/Supplies/Services	DIEBOLD INC	Miscellaneous	NYSE:DBD
3290	25374L108		DIFFERENTIAL BRANDS GROUP IN		
3291	253798102	Computer Communications Equipment	DIGI INTL INC	Technology	NASDAQ:DGII
3292	25381B101	EDP Services	DIGIMARC CORP NEW	Technology	NASDAQ:DMRC
3293	253827109	Biotechnology: Electromedical & Electrotherapeutic Apparatus	DIGIRAD CORP	Health Care	NASDAQ:DRAD
3294	25382P208		DIGITAL ALLY INC		
3295	253862106		DIGITAL PWR CORP		
3296	253868707		DIGITAL REALTY 7.0% PERP CALL		
3297	253868871		DIGITAL REALTY 7.375% PERP CUM		
3298	253868889		DIGITAL RLTY TR - PFD G		
3299	253868863		DIGITAL RLTY TR INC		
3300	253868103	Real Estate Investment Trusts	DIGITAL RLTY TR INC	Consumer Services	NYSE:DLR
3301	253868806		DIGITAL RLTY TR INC PFD-F		
3302	25400W102	Multi-Sector Companies	DIGITAL TURBINE INC	Miscellaneous	NASDAQ:APPS
3303	25389M87		DIGITALGLOBE INC		
3304	25389M877	Telecommunications Equipment	DIGITALGLOBE INC	Consumer Services	NYSE:DGI
3305	25406P200	Department/Specialty Retail Stores	DILLARDS CAPITAL TRUST	Consumer Services	NYSE:DDT
3306	254067101	Department/Specialty Retail Stores	DILLARDS INC	Consumer Services	NYSE:DDS
3307	253922108	Savings Institutions	DIME CMNTY BANCSHARES	Finance	NASDAQ:DCOM
3308	25433V105		DIMENSION THERAPEUTICS INC		
3309	25434D658		DIMENSIONAL GLOBAL ALL 60/40 PRTF INSTL		
3310	254423106	Restaurants	DINEEQUITY INC	Consumer Services	NYSE:DIN
3311	254543101	Semiconductors	DIODES INC	Technology	NASDAQ:DIOD
3312	25456J104	Major Pharmaceuticals	DIPEXIUM PHARMACEUTICALS INC	Health Care	NASDAQ:DPRX
3313	25456K101	Medical/Nursing Services	DIPLOMAT PHARMACY INC	Health Care	NYSE:DPLO
3314	25490A309		DIRECTV		
3315	25459Y298		DIREXION SHS ETF TR		
3316	25490K554		DIREXION SHS ETF TR		
3317	25490K372		DIREXION SHS ETF TR		
3318	25459W565		DIREXION SHS ETF TR		
3319	25459W540		DIREXION SHS ETF TR		
3320	25459W730		DIREXION SHS ETF TR		
3321	25490K356		DIREXION SHS ETF TR		
3322	25490K331		DIREXION SHS ETF TR		
3323	25459Y520		DIREXION SHS ETF TR		
3324	25459Y769		DIREXION SHS ETF TR		
3325	25490K869		DIREXION SHS ETF TR		
3326	25490K380		DIREXION SHS ETF TR		
3327	25459Y264		DIREXION SHS ETF TR		
3328	25490K836		DIREXION SHS ETF TR		
3329	25490K810		DIREXION SHS ETF TR		
3330	25459Y876		DIREXION SHS ETF TR		
3331	25459Y728		DIREXION SHS ETF TR		
3332	25490K349		DIREXION SHS ETF TR		
3333	25459W557		DIREXION SHS ETF TR		
3334	25459Y280		DIREXION SHS ETF TR		
3335	25459W888		DIREXION SHS ETF TR		
3336	25459Y181		DIREXION SHS ETF TR		
3337	25490K323		DIREXION SHS ETF TR		
3338	25459Y306		DIREXION SHS ETF TR		
3339	25459W847		DIREXION SHS ETF TR		
3340	25459W862		DIREXION SHS ETF TR		
3341	25459W755		DIREXION SHS ETF TR		
3342	25490K513		DIREXION SHS ETF TR		
3343	25459Y363		DIREXION SHS ETF TR		
3344	25459Y694		DIREXION SHS ETF TR		
3345	25459Y165		DIREXION SHS ETF TR		
3346	25459W789		DIREXION SHS ETF TR		
3347	25490K497		DIREXION SHS ETF TR		
3348	25490K760		DIREXION SHS ETF TR		
3349	25490K539		DIREXION SHS ETF TR		
3350	25459Y108		DIREXION SHS ETF TR		
3351	25490K216		DIREXION SHS ETF TR		
3352	25490K745		DIREXION SHS ETF TR		
3353	25459Y389		DIREXION SHS ETF TR		
3354	25490K570		DIREXION SHS ETF TR		
3355	25490K257		DIREXION SHS ETF TR		
3356	25459Y678		DIREXION SHS ETF TR		
3357	25459Y405		DIREXION SHS ETF TR		
3358	25490K273		DIREXION SHS ETF TR		
3359	25490K299		DIREXION SHS ETF TR		
3360	25459W771		DIREXION SHS ETF TR		
3361	25459Y413		DIREXION SHS ETF TR		
3362	25490K109		DIREXION SHS ETF TR		
3363	25490K315		DIREXION SHS ETF TR		
3364	25459Y371		DIREXION SHS ETF TR		
3365	25459Y355		DIREXION SHS ETF TR		
3366	25490K786		DIREXION SHS ETF TR		
3367	25459Y116		DIREXION SHS ETF TR		
3368	25459Y132		DIREXION SHS ETF TR		
3369	25490K778		DIREXION SHS ETF TR		
3370	25490K406		DIREXION SHS ETF TR		
3371	25459Y470		DIREXION SHS ETF TR		
3372	25459Y454		DIREXION SHS ETF TR		
3373	25490K521		DIREXION SHS ETF TR		
3374	25490K208		DIREXION SHS ETF TR		
3375	25459W417		DIREXION SHS ETF TR		
3376	25490K265		DIREXION SHS ETF TR		
3377	25459W102		DIREXION SHS ETF TR		
3378	25459W458		DIREXION SHS ETF TR		
3379	25490K240		DIREXION SHS ETF TR		
3380	25459Y207		DIREXION SHS ETF TR		
3381	25490K281		DIREXION SHS ETF TR		
3382	25490H106		DIRTT ENVIRONMENTAL SOLUTIONS LTD COM		
3383	254709207		DISCOVER FINANCIAL 6.50%PERP Q		
3384	254709108	Finance: Consumer Services	DISCOVER FINL SVCS	Finance	NYSE:DFS
3385	039014718		DISCOVERY COMMUNICATIONS, INC.		
3386	25470F104	Television Services	DISCOVERY COMMUNICATNS NEW	Consumer Services	NASDAQ:DISCA
3387	25470F203	Television Services	DISCOVERY COMMUNICATNS NEW	Consumer Services	NASDAQ:DISCB
3388	25470F302	Television Services	DISCOVERY COMMUNICATNS NEW	Consumer Services	NASDAQ:DISCK
3389	254LP3798		DISCOVERY GLOBAL OPPORTUNITY P		
3390	25470M109	Radio And Television Broadcasting And Communications Equipment	DISH NETWORK CORP	Technology	NASDAQ:SATS
3391	25468710		DISNEY WALT CO		
3392	254687106	Television Services	DISNEY WALT CO	Consumer Services	NYSE:DIS
3393	255104101		DIVERSICARE HEALTHCARE SVCS		
3394	25533B108	n/a	DIVERSIFIED REAL ASSET INC F	n/a	NYSE:DRA
3395	25532B109		DIVERSIFIED RESOURCES INC		
3396	25532M105	Restaurants	DIVERSIFIED RSTRNT HLDGS INC	Consumer Services	NASDAQ:BAGR
3397	25538A204	n/a	DIVIDEND & INCOME FUND	n/a	NYSE:DNI
3398	25538A105		DIVIDEND & INCOME FUND		
3399	25537M100		DIVIDEND CAP DIVERS PPTY FD		
3400	255519100	Home Furnishings	DIXIE GROUP INC	Consumer Durables	NASDAQ:DXYN
3401	23335Q100		DLH HLDGS CORP		
3402	23328E106		DNB ASA		
3403	233237106	Major Banks	DNB FINL CORP	Finance	NASDAQ:DNBF
3404	R1640U124		DNB NOR ASA ORD SHS		
3405	23325P104	n/a	DNP SELECT INCOME FD	n/a	NYSE:DNP
3406	256206103		DODGE & COX FDS		
3407	256210105		DODGE & COX INCOME FUND		
3408	256219106		DODGE & COX STOCK FUND		
3409	25659T107	Multi-Sector Companies	DOLBY LABORATORIES INC	Miscellaneous	NYSE:DLB
3410	256677105	Department/Specialty Retail Stores	DOLLAR GEN CORP NEW	Consumer Services	NYSE:DG
3411	256746108	Department/Specialty Retail Stores	DOLLAR TREE INC	Consumer Services	NASDAQ:DLTR
3412	256747106		DOLLAR TREE STORES INC		
3413	B4TP9G2		DOLLARAMA INC		
3414	25675T107		DOLLARAMA INC		
3415	25728710		DOMINION DIAMOND CORP		
3416	257287102	Precious Metals	DOMINION DIAMOND CORP	Basic Industries	NYSE:DDC
3417	257454108	Natural Gas Distribution	DOMINION MIDSTREAM PARTNERS	Public Utilities	NYSE:DM
3418	25746U10		DOMINION RES INC VA NEW		
3419	25746U869	Electric Utilities: Central	DOMINION RES INC VA NEW	Public Utilities	NYSE:DCUC
3420	25746U109	Electric Utilities: Central	DOMINION RES INC VA NEW	Public Utilities	NYSE:D
3421	25754A20		DOMINOS PIZZA INC		
3422	25754A201	Food Distributors	DOMINOS PIZZA INC	Consumer Non-Durables	NYSE:DPZ
3423	257559203	Paper	DOMTAR CORP	Basic Industries	NYSE:UFS
3424	25755920		DOMTAR CORP		
3425	6269861		DON QUIJOTE NPV		
3426	257651109	Pollution Control Equipment	DONALDSON INC	Capital Goods	NYSE:DCI
3427	257701201	Property-Casualty Insurers	DONEGAL GROUP INC	Finance	NASDAQ:DGICA
3428	25770120		DONEGAL GROUP INC		
3429	257701300	Property-Casualty Insurers	DONEGAL GROUP INC	Finance	NASDAQ:DGICB
3430	257738203		DONGFENG MOTOR GRP-H-UNS ADR		
3431	257867101		DONNELLEY R R & SONS CO		
3432	257867AC5		DONNELLEY R R & SONSCO DEB 8.875% 04/15/21 REGDTD 04/15/91		
3433	25820R105	Oil & Gas Production	DORCHESTER MINERALS LP	Energy	NASDAQ:DMLP
3434	Y2106R110		DORIAN LPG LTD		
3435	258278100	Auto Parts:O.E.M.	DORMAN PRODUCTS INC	Capital Goods	NASDAQ:DORM
3436	G28195116		DOUBLE EAGLE ACQUISITION COR		
3437	G28195108	n/a	DOUBLE EAGLE ACQUISITION COR	n/a	NASDAQ:EAGLU
3438	G28195124		DOUBLE EAGLE ACQUISITION COR		
3439	258620400		DOUBLELINE CORE FIXED INC		
3440	258620798		DOUBLELINE FDS TR FLEX INCME I		
3441	258620822		DOUBLELINE FDS TR SHIL EN CAPE		
3442	258622109	n/a	DOUBLELINE INCOME SOLUTIONS	n/a	NYSE:DSL
3443	258623107	n/a	DOUBLELINE OPPORTUNISTIC CR	n/a	NYSE:DBL
3444	258523107		DOUBLELINE OPPORTUNISTIC FD		
3445	258620814		DOUBLELINE SHILLER ENHANCED CAP CL N		
3446	258620202		DOUBLELINE TOTAL RETURN BD		
3447	258620103		DOUBLELINE TOTAL RETURN BOND		
3448	258620301		DOUBLELN CORE FXD INCM I		
3449	25960R105	Construction/Ag Equipment/Trucks	DOUGLAS DYNAMICS INC	Capital Goods	NYSE:PLOW
3450	25960P109	Real Estate Investment Trusts	DOUGLAS EMMETT INC	Consumer Services	NYSE:DEI
3451	260003108	Industrial Machinery/Components	DOVER CORP	Technology	NYSE:DOV
3452	260003AC2		DOVER CORP		
3453	260095104	Services-Misc. Amusement & Recreation	DOVER DOWNS GAMING & ENTMT I	Consumer Services	NYSE:DDE
3454	260174107		DOVER MOTORSPORTS INC		
3455	26054310		DOW CHEM CO		
3456	260543103	Major Chemicals	DOW CHEM CO	Basic Industries	NYSE:DOW
3457	26138E109	Beverages (Production/Distribution)	DR PEPPER SNAPPLE GROUP INC	Consumer Non-Durables	NYSE:DPS
3458	26138E10		DR PEPPER SNAPPLE GROUP INC		
3459	256135203	Major Pharmaceuticals	DR REDDYS LABS LTD	Health Care	NYSE:RDY
3460	26144M400		DRAGONWAVE INC		
3461	26152H301	Precious Metals	DRDGOLD LIMITED	Basic Industries	NYSE:DRD
3462	26152H30		DRDGOLD LIMITED		
3463	26154A106		DREAM GLOBAL REAL ESTATE NJ		
3464	26168L205	Auto Parts:O.E.M.	DREW INDS INC	Capital Goods	NYSE:DW
3465	261970107		DREYFUS APPRECIATION FD - INV		
3466	26188J206		DREYFUS CASH MANAGEMENT		
3467	261986244		DREYFUS GLOBAL INFRASTRUCTURE		
3468	261986582		DREYFUS GLOBAL REAL ESTATE		
3469	26200S101	n/a	DREYFUS HIGH YIELD STRATEGIE	n/a	NYSE:DHF
3470	712223106		DREYFUS MID CAP INDEX FUND		
3471	26203D101	n/a	DREYFUS MUN BD INFRSTRCTR FD	n/a	NYSE:DMB
3472	26201R102		DREYFUS MUN INCOME INC		
3473	26202F107	n/a	DREYFUS STRATEGIC MUN BD FD	n/a	NYSE:DSM
3474	261932107	n/a	DREYFUS STRATEGIC MUNS INC	n/a	NYSE:LEO
3475	262028855		DRIEHAUS MUT FDS		
3476	262037104	Metal Fabrications	DRIL-QUIP INC	Energy	NYSE:DRQ
3477	Y2109Q101	Marine Transportation	DRYSHIPS INC	Transportation	NASDAQ:DRYS
3478	23332B106	Semiconductors	DSP GROUP INC	Technology	NASDAQ:DSPG
3479	233326107	EDP Services	DST SYS INC DEL	Technology	NYSE:DST
3480	23334L102	Clothing/Shoe/Accessory Stores	DSW INC	Consumer Services	NYSE:DSW
3481	233331107	Electric Utilities: Central	DTE ENERGY CO	Public Utilities	NYSE:DTE
3482	233331701	Electric Utilities: Central	DTE ENERGY CO $1.313 PFD	Public Utilities	NYSE:DTQ
3483	233331800		DTE ENERGY CO., SERIES B, 5.38%		
3484	23334J107	n/a	DTF TAX-FREE INCOME INC	n/a	NYSE:DTF
3485	23335C101		DTS INC		
3486	26353410		DU PONT E I DE NEMOURS & CO		
3487	263534109	Major Chemicals	DU PONT E I DE NEMOURS & CO	Basic Industries	NYSE:DD
3488	263534307		DU PONT NEMOURS PFD SERIES B		
3489	264147109	Military/Government/Technical	DUCOMMUN INC DEL	Capital Goods	NYSE:DCO
3490	5119901		DUERR AG		
3491	26433C105	n/a	DUFF & PHELPS GLB UTL INC FD	n/a	NYSE:DPG
3492	26433F108	n/a	DUFF & PHELPS SLCT ENGY MLP	n/a	NYSE:DSE
3493	26432K108	n/a	DUFF & PHELPS UTIL CORP BD T	n/a	NYSE:DUC
3494	264399106		DUKE ENERGY		
3495	26441C105		DUKE ENERGY CORP		
3496	26441C303	Power Generation	DUKE ENERGY CORP	Public Utilities	NYSE:DUKH
3497	26441C204	Power Generation	DUKE ENERGY CORP NEW	Public Utilities	NYSE:DUK
3498	264411505	Real Estate Investment Trusts	DUKE REALTY CORP	Consumer Services	NYSE:DRE
3499	26443V101		DULUTH HLDGS INC		
3500	26483E100	Finance: Consumer Services	DUN & BRADSTREET CORP DEL NE	Finance	NYSE:DNB
3501	264901109		DUNDEE CORP		
3502	26550410		DUNKIN BRANDS GROUP INC		
3503	265504100	Restaurants	DUNKIN BRANDS GROUP INC	Consumer Services	NASDAQ:DNKN
3504	263534107		DUPONT		
3505	26613Q403		DUPONT FABROS TECHNOLO PFD SER		
3506	26613Q106	Real Estate	DUPONT FABROS TECHNOLOGY INC	Finance	NYSE:DFT
3507	26613Q10		DUPONT FABROS TECHNOLOGY INC		
3508	266155605		DUPREE		
3509	266228501		DUQUESNE L		
3510	266605104	Major Pharmaceuticals	DURECT CORP	Health Care	NASDAQ:DRRX
3511	267041FP1		DUTCHESS CNTY NY INDL DEV AGY-ELANT FISHKILL		
3512	23339M105		DWS DREMAN VAL INCOME EDGE F		
3513	23337C208		DWS HIGH INCOME TR		
3514	233377407	Industrial Machinery/Components	DXP ENTERPRISES INC NEW	Capital Goods	NASDAQ:DXPE
3515	26745T101		DYADIC INTERNATIONAL		
3516	267CVR991		DYAX CORP COM CONTIGENT VALUE RIGHT		
3517	267475101	Water Supply	DYCOM INDS INC	Basic Industries	NYSE:DY
3518	Y2188B108		DYNAGAS LNG PARTNERS LP		
3519	Y2188B116		DYNAGAS LNG PARTNERS LP, SERIES A, 9.00%		
3520	267888105	Industrial Specialties	DYNAMIC MATLS CORP	Capital Goods	NASDAQ:BOOM
3521	268102100	Industrial Machinery/Components	DYNASIL CORP AMER	Capital Goods	NASDAQ:DYSL
3522	268157401	Biotechnology: Electromedical & Electrotherapeutic Apparatus	DYNATRONICS CORP	Health Care	NASDAQ:DYNT
3523	268158201	Major Pharmaceuticals	DYNAVAX TECHNOLOGIES CORP	Health Care	NASDAQ:DVAX
3524	26817R108	Electric Utilities: Central	DYNEGY INC NEW DEL	Public Utilities	NYSE:DYN
3525	26817R405		DYNEGY INC NEW DEL		
3526	26817R207		DYNEGY INC NEW DEL		
3527	26817R116		DYNEGY INC NEW DEL		
3528	26817Q506	Real Estate Investment Trusts	DYNEX CAP INC	Consumer Services	NYSE:DX
3529	26817Q50		DYNEX CAP INC		
3530	26817Q704		DYNEX CAPITAL,  8.5% PFD		
3531	G2920Y119		E COMPASS ACQUISITION CORP		
3532	G29438101		E FUTURE INFORMATION TECH IN		
3533	268648102	Electronic Components	E M C CORP MASS	Technology	NYSE:EMC
3534	268780103		E ON AG		
3535	26924640		E TRADE FINANCIAL CO		
3536	269246401		E TRADE FINANCIAL CORP		
3537	269246BM5		E*TRADE FINANCIAL CORP		
3538	26833A105		E-COMMERCE CHINA DANGDANG IN		
3539	268948106	Major Banks	EAGLE BANCORP INC MD	Finance	NASDAQ:EGBN
3540	26942G100		EAGLE BANCORP MONT INC		
3541	269451100		EAGLE CAP GROWTH FD INC		
3542	26951R104		EAGLE FINANCIAL SERVICES INC.		
3543	26958J105	n/a	EAGLE GRWTH & INCOME OPPTY F	n/a	NYSE:EGIF
3544	26969P108	Building Materials	EAGLE MATERIALS INC	Capital Goods	NYSE:EXP
3545	269796108	Major Pharmaceuticals	EAGLE PHARMACEUTICALS INC	Health Care	NASDAQ:EGRX
3546	269808101	n/a	EAGLE PT CR CO LLC	n/a	NYSE:ECC           
3547	269809208		EAGLEPOINT CREDIT 7%SRNTS 12/3		
3548	269809109	n/a	EAGLEPOINT CREDIT 7.75%2022 CU	n/a	NYSE:ECCA
3549	27033X101	Computer Software: Programming, Data Processing	EARTHLINK HLDGS CORP	Technology	NASDAQ:ELNK
3550	27032D205		EARTHSTONE ENERGY INC		
3551	270541105		EAST ASIA MINERALS CORP		
3552	273202101		EAST JAPAN RAILWAY CO ADR		
3553	27579R104	Major Banks	EAST WEST BANCORP INC	Finance	NASDAQ:EWBC
3554	27579R10		EAST WEST BANCORP INC		
3555	27616L102	Business Services	EASTERLY ACQUISITION CORP	Finance	NASDAQ:EACQ
3556	27616L201	Business Services	EASTERLY ACQUISITION CORP	Finance	NASDAQ:EACQU
3557	27616L110		EASTERLY ACQUISITION CORP		
3558	27616P103	Real Estate Investment Trusts	EASTERLY GOVT PPTYS INC	Consumer Services	NYSE:DEA
3559	276317104	Industrial Machinery/Components	EASTERN CO	Capital Goods	NASDAQ:EML
3560	276722105		EASTERN MICHIGAN FINANCIAL CORP		
3561	277196101	Major Banks	EASTERN VA BANKSHARES INC	Finance	NASDAQ:EVBS
3562	277276101	Real Estate Investment Trusts	EASTGROUP PPTY INC	Consumer Services	NYSE:EGP
3563	277432100	Major Chemicals	EASTMAN CHEM CO	Basic Industries	NYSE:EMN
3564	277461406	Industrial Machinery/Components	EASTMAN KODAK CO	Miscellaneous	NYSE:KODK
3565	277461133		EASTMAN KODAK CO		
3566	27746140		EASTMAN KODAK CO		
3567	277461141		EASTMAN KODAK CO		
3568	277856209		EASY JET ADR		
3569	278062AB0		EATON CORP		
3570	00B8KQN82		EATON CORP		
3571	B8KQN82		EATON CORP PLC		
3572	086353296		EATON CORP PLC		
3573	G29183103	Industrial Machinery/Components	EATON CORP PLC	Technology	NYSE:ETN
3574	G2918310		EATON CORP PLC		
3575	278058102		EATON CORPORATION		
3576	009974784		EATON CORPORATION PLC		
3577	27826F101		EATON VANCE CA MUNI INCOME T		
3578	27828C106		EATON VANCE CALIF MUN BD FD		
3579	27828A100		EATON VANCE CALIF MUN BD FD		
3580	278265103	Investment Managers	EATON VANCE CORP	Finance	NYSE:EV
3581	278277108	n/a	EATON VANCE ENH EQTY INC FD	n/a	NYSE:EOS
3582	278274105	n/a	EATON VANCE ENHANCED EQ INC	n/a	NYSE:EOI
3583	278284104	n/a	EATON VANCE FLTG RATE INCOM	n/a	NYSE:EFF
3584	278279104	n/a	EATON VANCE FLTING RATE INC	n/a	NYSE:EFT
3585	277923264		EATON VANCE GLOBAL MACRO		
3586	277902540		EATON VANCE GROWTH TR FCS GRW		
3587	277923405		EATON VANCE HIGH INCOME		
3588	27829W101		EATON VANCE HIGH INCOME 2021		
3589	27828H105		EATON VANCE LTD DUR INCOME F		
3590	27826E104		EATON VANCE MA MUNI INCOME T		
3591	27828K108		EATON VANCE MASS MUN BD FD		
3592	27826D106		EATON VANCE MI MUNI INCOME T		
3593	27828M104		EATON VANCE MICH MUN BD FD		
3594	27827X101		EATON VANCE MUN BD FD		
3595	27827K109		EATON VANCE MUN BD FD II		
3596	27829U105	n/a	EATON VANCE MUN INCOME 2028	n/a	NYSE:ETX           
3597	27826Y555		EATON VANCE MUN OPPTYS CL I		
3598	27826U108	n/a	EATON VANCE MUNI INCOME TRUS	n/a	NYSE:EVN
3599	27828R103		EATON VANCE N J MUN BD FD		
3600	27828T109		EATON VANCE N Y MUN BD FD II		
3601	27829L105	n/a	EATON VANCE NATL MUN OPPORT	n/a	NYSE:EOT
3602	27826L249		EATON VANCE NATL MUNS		
3603	27827Y109		EATON VANCE NEW YORK MUN BD		
3604	27826V106		EATON VANCE NJ MUNI INCOME T		
3605	27826W104		EATON VANCE NY MUNI INCOME T		
3606	27826G109		EATON VANCE OH MUNI INCOME T		
3607	27828L106		EATON VANCE OHIO MUN BD FD		
3608	27828W102		EATON VANCE PA MUN BD FD		
3609	27826T101		EATON VANCE PA MUNI INCOME T		
3610	27829G106	n/a	EATON VANCE RISK MNGD DIV EQ	n/a	NYSE:ETJ
3611	277907606		EATON VANCE SER TR II		
3612	27828V104	n/a	EATON VANCE SH TM DR DIVR IN	n/a	NYSE:EVG
3613	27828Q105	n/a	EATON VANCE SR FLTNG RTE TR	n/a	NYSE:EFR
3614	27826S103	n/a	EATON VANCE SR INCOME TR	n/a	NYSE:EVF
3615	27828G107	n/a	EATON VANCE TAX ADVT DIV INC	n/a	NYSE:EVT
3616	27829F108	n/a	EATON VANCE TAX MNGD GBL DV	n/a	NYSE:EXG
3617	27828X100	n/a	EATON VANCE TAX MNGED BUY WR	n/a	NYSE:ETB
3618	27829M103		EATON VANCE TAX-ADV BD & OPT		
3619	27828U106	n/a	EATON VANCE TX ADV GLB DIV O	n/a	NYSE:ETO
3620	27828S101	n/a	EATON VANCE TX ADV GLBL DIV	n/a	NYSE:ETG
3621	27828N102	n/a	EATON VANCE TX MGD DIV EQ IN	n/a	NYSE:ETY
3622	27828Y108	n/a	EATON VANCE TX MNG BY WRT OP	n/a	NYSE:ETV
3623	27829C105	n/a	EATON VANCE TXMGD GL BUYWR O	n/a	NYSE:ETW
3624	278642103	Business Services	EBAY INC	Miscellaneous	NASDAQ:EBAY
3625	278642202		EBAY INC 6.0% PFD		
3626	278715206	EDP Services	EBIX INC	Technology	NASDAQ:EBIX
3627	26827L109	Oil & Gas Production	ECA MARCELLUS TR I	Energy	NYSE:ECT
3628	27874N303		ECHELON CORP		
3629	27876N103		ECHELON FINANCIAL HOLDINGS INC		
3630	27875T10		ECHO GLOBAL LOGISTIC		
3631	27875T101	Oil Refining/Marketing	ECHO GLOBAL LOGISTICS INC	Transportation	NASDAQ:ECHO
3632	27875TAA9		ECHO GLOBAL LOGISTICS INC		
3633	278768106		ECHOSTAR CORP		
3634	27890G100	Oil & Gas Production	ECLIPSE RES CORP	Energy	NYSE:ECR
3635	27888D101	Oilfield Services/Equipment	ECO STIM ENERGY SOLUTIONS IN	Energy	NASDAQ:ESES
3636	278865100	Package Goods/Cosmetics	ECOLAB INC	Basic Industries	NYSE:ECL
3637	2304227		ECOLAB INC USD1		
3638	278878103	Military/Government/Technical	ECOLOGY & ENVIRONMENT INC	Consumer Services	NASDAQ:EEI
3639	279158109	Oil & Gas Production	ECOPETROL S A	Energy	NYSE:EC
3640	268311107	Biotechnology: Electromedical & Electrotherapeutic Apparatus	EDAP TMS S A	Health Care	NASDAQ:EDAP
3641	279655104		EDENRED SA-UNSP ADR		
3642	285039103		EDF-UNSPON ADR		
3643	279870109		EDGE THERAPEUTICS INC		
3644	28027J108		EDGEWATER BANCORP		
3645	280358102	Computer Software: Programming, Data Processing	EDGEWATER TECHNOLOGY INC	Technology	NASDAQ:EDGW
3646	28035Q102	Industrial Machinery/Components	EDGEWELL PERS CARE CO	Miscellaneous	NYSE:EPC
3647	28035Q10		EDGEWELL PERS CARE CO		
3648	281020107	Electric Utilities: Central	EDISON INTL	Public Utilities	NYSE:EIX
3649	28106W103		EDITAS MEDICINE INC		
3650	B39GNW2		EDP RENOVAVEIS SA		
3651	E3847K101		EDP RENOVAVEIS SA F		
3652	28140H203		EDUCATION RLTY TR INC		
3653	28140H20		EDUCATION RLTY TR INC		
3654	281479105	Consumer Specialties	EDUCATIONAL DEV CORP	Consumer Durables	NASDAQ:EDUC
3655	28176E108	Industrial Specialties	EDWARDS LIFESCIENCES CORP	Health Care	NYSE:EW
3656	28176E10		EDWARDS LIFESCIENCES CORP		
3657	281761908		EDWARDS LIFESCIENCES CP		
3658	268461621		EGA EMERGING GLOBAL SHS TR		
3659	268461779		EGA EMERGING GLOBAL SHS TR		
3660	268461639		EGA EMERGING GLOBAL SHS TR		
3661	268461464		EGA EMERGING GLOBAL SHS TR		
3662	268461845		EGA EMERGING GLOBAL SHS TR		
3663	268461654		EGA EMERGING GLOBAL SHS TR		
3664	26846L304		EGA EMERGING GLOBAL SHS TR		
3665	268461761		EGA EMERGING GLOBAL SHS TR		
3666	268461811		EGA EMERGING GLOBAL SHS TR		
3667	28225C806	Computer Software: Prepackaged Software	EGAIN CORP	Technology	NASDAQ:EGAN
3668	28226B104	Major Pharmaceuticals	EGALET CORP	Health Care	NASDAQ:EGLT
3669	28238P109	Specialty Insurers	EHEALTH INC	Finance	NASDAQ:EHTH
3670	26853A100	Rental/Leasing Companies	EHI CAR SVCS LTD	Consumer Services	NYSE:EHIC
3671	28249U105		EIGER BIOPHARMACEUTICALS INC		
3672	282579309		EISAI LTD		
3673	28257930		EISAI LTD ADR		
3674	282644202		EKSO BIONICS HLDGS INC COM NEW		
3675	28367785		EL PASO ELEC CO		
3676	283677854	Electric Utilities: Central	EL PASO ELEC CO	Public Utilities	NYSE:EE
3677	283678209		EL PASO ENERGY CAP TR I		
3678	28368EAA4		EL PASO ENERGY CORPMEDIUM TERM NTSMEDIUM TERM NTS 8.050% 10/15/30 B/EDTD 10/11/00		
3679	268603107	Restaurants	EL POLLO LOCO HLDGS INC	Consumer Services	NASDAQ:LOCO
3680	M37605124		ELBIT IMAGING LTD		
3681	M3760D101	Military/Government/Technical	ELBIT SYS LTD	Capital Goods	NASDAQ:ESLT
3682	2307873		ELDORADO GOLD CORP NEW		
3683	284902103	Precious Metals	ELDORADO GOLD CORP NEW	Basic Industries	NYSE:EGO
3684	28470R10		ELDORADO RESORTS INC		
3685	28470R102		ELDORADO RESORTS INC		
3686	285229100	Industrial Machinery/Components	ELECTRO SCIENTIFIC INDS	Miscellaneous	NASDAQ:ESIO
3687	28522910		ELECTRO SCIENTIFIC INDS		
3688	285233102		ELECTRO-SENSORS INC		
3689	285409108		ELECTROMED INC		
3690	285512109	Computer Software: Prepackaged Software	ELECTRONIC ARTS INC	Technology	NASDAQ:EA
3691	286082102	Computer Communications Equipment	ELECTRONICS FOR IMAGING INC	Technology	NASDAQ:EFII
3692	28608210		ELECTRONICS FOR IMAGING INC		
3693	286082AC6		ELECTRONICS FOR IMAGING INC		
3694	G3105C112		ELECTRUM SPL ACQUISITION COR		
3695	G3105C120	Business Services	ELECTRUM SPL ACQUISITION COR	Finance	NASDAQ:ELECU
3696	G3105C104		ELECTRUM SPL ACQUISITION COR		
3697	28617Y101		ELEKTA AB ADR		
3698	286181201		ELEMENT FINANCIAL CORPORATION		
3699	286202205		ELEPHANT TALK COMM CORP		
3700	28620QAA1		ELETSON HOLDINGS		
3701	28622M209		ELEVATION ETF TR		
3702	286221106	Major Pharmaceuticals	ELEVEN BIOTHERAPEUTICS INC	Health Care	NASDAQ:EBIO
